"","pe1","pu","pe2","pe3","pe4","pe5","pe6","pe7"
"85",0.850000023841858,0.850000023841858,0.888059675693512,0.900662243366241,0.918918907642365,0.965909063816071,0.982658982276917,0.994152069091797
"86",0.860000014305115,0.860000014305115,0.895833313465118,0.907651722431183,0.924731194972992,0.968468487262726,0.983981668949127,0.994602918624878
"87",0.870000004768372,0.870000004768372,0.903560817241669,0.914586067199707,0.930481255054474,0.970982134342194,0.985277473926544,0.995043814182281
"88",0.879999995231628,0.879999995231628,0.911242604255676,0.921465992927551,0.936170220375061,0.973451316356659,0.986547112464905,0.995475113391876
"89",0.889999985694885,0.889999985694885,0.91887903213501,0.928292036056519,0.94179892539978,0.975877165794373,0.987791359424591,0.995897054672241
"90",0.899999976158142,0.899999976158142,0.926470577716827,0.935064911842346,0.947368443012238,0.97826087474823,0.989010989665985,0.9963099360466
"91",0.910000026226044,0.910000026226044,0.934017598628998,0.941785275936127,0.95287960767746,0.980603456497192,0.990206718444824,0.996714115142822
"92",0.920000016689301,0.920000016689301,0.94152045249939,0.948453605175018,0.958333313465118,0.982905983924866,0.99137932062149,0.997109830379486
"93",0.930000007152557,0.930000007152557,0.948979616165161,0.955070614814758,0.963730573654175,0.985169470310211,0.992529332637787,0.997497320175171
"94",0.939999997615814,0.939999997615814,0.956395328044891,0.96163684129715,0.969072163105011,0.98739492893219,0.993657529354095,0.997876882553101
"95",0.949999988079071,0.949999988079071,0.963768124580383,0.96815288066864,0.974358975887299,0.989583313465118,0.994764387607574,0.998248696327209
"96",0.959999978542328,0.959999978542328,0.971098244190216,0.974619269371033,0.979591846466064,0.991735517978668,0.995850622653961,0.998613059520721
"97",0.970000028610229,0.970000028610229,0.978386163711548,0.98103666305542,0.984771549701691,0.993852436542511,0.996916770935059,0.998970150947571
"98",0.980000019073486,0.980000019073486,0.985632181167603,0.98740553855896,0.989898979663849,0.995934963226318,0.99796336889267,0.999320209026337
"99",0.990000009536743,0.990000009536743,0.992836654186249,0.993726491928101,0.994974851608276,0.997983872890472,0.998990893363953,0.999663412570953
